NAICS,Description,"2006 Wages, Salaries, & Proprietor Earnings","2007 Wages, Salaries, & Proprietor Earnings","2008 Wages, Salaries, & Proprietor Earnings","2009 Wages, Salaries, & Proprietor Earnings","2010 Wages, Salaries, & Proprietor Earnings","2011 Wages, Salaries, & Proprietor Earnings","2012 Wages, Salaries, & Proprietor Earnings","2013 Wages, Salaries, & Proprietor Earnings","2014 Wages, Salaries, & Proprietor Earnings","2015 Wages, Salaries, & Proprietor Earnings","2016 Wages, Salaries, & Proprietor Earnings","2017 Wages, Salaries, & Proprietor Earnings","2018 Wages, Salaries, & Proprietor Earnings",2001 Jobs,2002 Jobs,2003 Jobs,2004 Jobs,2005 Jobs,2006 Jobs,2007 Jobs,2008 Jobs,2009 Jobs,2010 Jobs,2011 Jobs,2012 Jobs,2013 Jobs,2014 Jobs,2015 Jobs,2016 Jobs,2017 Jobs,2018 Jobs,National 2001 Jobs,National 2002 Jobs,National 2003 Jobs,National 2004 Jobs,National 2005 Jobs,National 2006 Jobs,National 2007 Jobs,National 2008 Jobs,National 2009 Jobs,National 2010 Jobs,National 2011 Jobs,National 2012 Jobs,National 2013 Jobs,National 2014 Jobs,National 2015 Jobs,National 2016 Jobs,National 2017 Jobs,National 2018 Jobs,2004 Payrolled Business Locations,2005 Payrolled Business Locations,2006 Payrolled Business Locations,2007 Payrolled Business Locations,2008 Payrolled Business Locations,2009 Payrolled Business Locations,2010 Payrolled Business Locations,2011 Payrolled Business Locations,2012 Payrolled Business Locations,2013 Payrolled Business Locations,2014 Payrolled Business Locations,2015 Payrolled Business Locations,2016 Payrolled Business Locations,2017 Payrolled Business Locations,2018 Payrolled Business Locations
115113,"Crop Harvesting, Primarily by Machine",23043.81815917592,21253.588553457663,26731.704369581093,24697.165605531074,33998.593021644236,30258.207955216403,37302.22789725469,32589.98026214197,40650.80761934781,48166.41740359878,35767.54941854443,48934.55059624317,37391.86481985965,20.177652712154355,27.59370397373254,19.565725371754578,74.89796925622625,30.97843129026004,28.636962818666046,26.25841852448547,36.4905538600086,32.72446828198486,31.653857840636608,24.506953175108876,43.52258170908751,43.83336193908234,36.55264557448665,31.502294609544506,21.449544260216197,36.511477522955204,48.72479136730645,11074.29758883957,10188.581293518659,10130.95694024675,8496.805680271345,8447.560920931935,12143.593460592503,12669.312064534264,10099.531801450325,10723.162550564306,8716.854668064958,9679.407136641315,9330.780572620388,13852.167821039287,14796.965514512593,11688.158310182203,14515.459962390223,14359.300263398276,10381.53681054249,10.02185705472948,12.292243505595252,10.72239023691509,7.951370021165348,7.4074078888283115,8.523506507370621,7.460839516017586,8.45112145942403,7.017765968223102,7.235131092416123,7.064542447566055,5.681802837504074,8.664867783803492,9.978801151830703,7.6477209465694616
115114,Postharvest Crop Activities (except Cotton Ginning),8784.532730454968,16452.257188836742,20850.18107078723,22252.19589959199,18265.255607349376,16334.262747246807,17604.773316276038,19116.270119851946,18366.452436886466,23648.851109408322,18113.026215305796,21596.106953213082,20556.653936605955,66.34638602080813,98.88154384207418,64.97225697274145,73.72174791757908,187.607913586261,160.56763248481838,154.31554487978912,475.62823781516204,285.2509339902267,246.36527881315914,307.0734755397646,493.11382593260873,576.6393858662134,506.4098725851425,292.38261481975235,506.79053967313797,582.9161667396867,661.6778550564129,64192.23464297243,68379.78448864869,68846.23230595568,68109.10402595243,85929.34340030402,83449.71194319573,68572.35128614942,77492.66584817301,77818.129423386,70463.5003065509,85551.11528932209,74954.49813481105,103347.66092484363,70604.29661075084,70361.47014528757,109976.4853943775,91905.88358675248,91186.81026103752,6.08395859535085,6.194349494157359,7.299702143808827,4.964793235005345,4.678201309172437,3.8267196929082274,3.742960109002888,3.928323173103854,3.9510593947488815,3.7210113367647866,3.124204685899895,6.713287724973634,6.791161893343087,6.295644824590999,4.197592554613948
115115,Farm Labor Contractors and Crew Leaders,22565.929357068017,16808.569739779825,17332.396779915525,22610.98272283243,20852.518471997144,21751.483961423677,20048.375615136763,31735.723150416947,23545.437444364507,26295.50491314365,33173.36237448363,30940.360941647603,24413.560262645922,780.6184370645864,667.084170547845,834.815697004678,891.576973574859,712.124766240671,721.763819848481,978.3876757747158,1089.4404775722192,1136.3205829823635,776.9656240506661,941.080457015643,1026.8944300980934,1123.3231788237852,1203.1401071078374,1148.093952528295,1289.56834399461,869.4283215034754,1344.6160021873252,212637.91800950788,220749.55145409162,254679.23144634574,246203.46386996662,263385.45464211336,227426.07903859264,307815.51637106115,280821.0792092185,235998.54449989574,301857.7954327783,346538.2421495722,235317.12477011094,291754.6471327143,362203.27622040693,315749.6229275165,335781.3550935008,275433.730291208,303735.42616709386,2.6184030716191047,3.088125019019935,2.9394716529990546,3.9300579588394613,3.201010353770107,2.9787331957253627,4.5465716880280524,2.9864868447650226,3.5666547716944477,2.8894222413073294,3.1207083054352553,2.0712361371610313,2.9565953631768935,5.712046663276851,5.653837259206921
115116,Farm Management Services,79447.87615082444,34832.594584171355,52401.22043322748,28358.50195524162,43035.96138716908,37823.45640215232,40973.80673428519,49482.511620003956,18868.107485971137,42023.42649763461,60991.39884493551,75443.51168849897,76090.11436941584,5.7503209413006,10.12813289556549,11.858034757140807,7.761405913321778,14.007046644691743,3.5194591167379303,7.848590832067638,4.039037564488397,5.765317970210545,5.830771152577978,5.021373526060469,2.149421623256841,0.5754392632541782,5.668788667257312,6.504603033640816,18.392444221059524,16.28257908061681,12.106909606739414,16452.137584839315,19846.960721134503,19005.598688652986,17422.308940219875,14835.174876402276,15890.325886305558,17081.21374052609,14323.652518687704,16681.9368084897,12098.924777265483,17248.538426447263,19802.421146696503,19954.528943190613,17859.240720274043,17813.116011646573,14908.02094414298,17932.72183596218,20410.488543663334,4.287050372862723,4.458662787964568,4.626997662056238,4.415548298927024,4.3826813566498455,1.933182761631906,2.2610830010380596,2.2648095287615435,1.900967290205881,2.114423227729276,2.064310382632539,4.7646904601715505,6.384849397558719,5.476735212781932,6.137163725798018
115210,Support Activities for Animal Production,19004.707880436014,21710.397962676998,23311.48908349278,28141.767522449085,22764.8449644419,34347.61072100667,23368.99922417251,28300.29500388186,30381.898808207286,25300.80556159642,34789.25683230178,28829.4204328748,27306.230034789125,129.2309405800686,108.52452938499962,128.76897379208327,114.39756421168504,134.60666893020033,144.4873103284863,141.6168609068909,131.41437484999238,161.49969685621906,209.74648274170144,212.9478612625046,124.46109390426922,149.9168421304855,133.73925977081754,141.29083448885976,172.11419914992425,135.6600147820785,169.06479013824014,30251.18225724309,25128.70047242923,22883.712364795698,27245.248338341236,31620.618180478297,32727.723937440518,31871.525566927732,29658.311919198663,24998.58641849083,28294.995724586195,25595.055324547648,31910.50091233376,24508.16110083556,30293.391011590305,28169.729367412725,36854.7145649184,30328.668582882146,29993.04638814654,39.891042113886215,52.130322203598915,49.137600924260916,47.26838846727041,59.84800933827646,58.745607040682806,53.84151122625917,45.69309016992338,61.833301183162256,56.09038658789359,48.32633587523596,54.48700178764993,52.35749498291407,57.99421145871747,59.224320968193936
115310,Support Activities for Forestry,20418.064265264842,17625.952224131946,25347.22429335611,28099.506805403253,31532.849458338707,25526.622083465954,33295.15346875792,32979.11863684011,30647.340897113423,35111.66609730874,74514.75789339034,56627.02184461635,39698.05951894172,2.6087105525662997,3.4106009719419763,5.298054117798155,2.586046439336332,5.33611533620312,14.368235115565083,25.99485557729349,25.784484766164855,32.456381625897194,21.67318445519303,30.360367248577443,16.30834854898252,10.097260395730329,2.828492705966687,1.5013235608141642,2.0562991213188146,1.5000019983939297,7.348915393755266,14651.619682795654,13903.035317161037,13337.473383821061,13493.653333219494,13651.484752108776,18558.255996607168,18643.210304882887,16020.83914158256,13091.698479645991,14404.475404219755,14016.168259608115,16799.775441830938,16453.9009239981,17541.80836227157,14746.828700164944,15148.009300254791,17375.900477243013,16815.865839779584,4.793306369893253,3.988818388292566,4.525456705421675,3.2505060686729847,6.839728974876925,7.0406090548262,4.277217624592595,4.824260596255772,3.6326708112377672,2.9504722078330814,2.0898131323046982,2.228118023602292,0.9277579448418691,2.3762706555658952,2.4621878309408203
211120,Crude Petroleum Extraction,75983.72748660386,82285.55629881128,78291.57937074736,67580.05250344244,121403.20634267616,126761.20925265174,92618.89600122797,118976.18711034789,123397.40093613898,143294.72902970618,134390.68380249143,165206.01625540087,159664.08293723364,474.82709480419203,332.79554926406763,264.0176808410314,350.64486878600064,498.703132302749,552.75195101239,593.1446443444692,711.430860940106,610.6041771763295,531.2054488095375,618.8445280981316,800.2015593643264,807.963433300573,1250.5813762007883,1114.692434302031,1130.7111441197912,1335.705558717678,1797.282562884657,74347.09585019972,104740.74999129798,106202.31359909146,103137.12874056041,90823.86434285325,123302.97192141767,130683.58861362473,138767.0493768462,121995.57497023974,96193.09421926353,142859.97644734578,133341.08639693164,126173.41992323282,159931.00919163894,150333.13163034804,122411.00017648528,120121.85517484599,111478.46295436277,28.637037065430288,32.806487943479134,28.819221483954387,28.356563844324096,37.203508596805996,32.60224065395344,34.52005451017016,30.434364933412763,23.384238662268334,35.82539265728011,35.16505121380637,45.50897297361799,48.616626559305146,36.38901019245386,36.18106567373034
211130,Natural Gas Extraction,62073.22150838326,52091.88668463971,101867.9820016772,96792.88388439725,108148.45986688894,83326.19214509729,123743.44317058615,126662.87663051055,222071.38184401565,248946.62725320976,154181.84893785528,131707.57676991748,164627.51463991945,105.28590862933045,90.4726393837602,118.04281850309684,89.23642334639862,107.0911118656555,129.66781743531482,109.61264404169104,155.8886891916732,195.60155160843775,156.05129512992607,327.531892018775,191.61664781225758,8.408636133985762,9.855482783953972,10.041811398014325,15.227581724771143,14.353977028053144,2.4960976923799834,29925.92502240642,37237.10513345511,37897.21470622653,26903.416547450543,38529.68846435875,30095.008782068428,39784.80200992673,46501.81370357467,39814.88125511543,32530.17031243535,41180.671683290515,50360.59719097417,43270.6242677031,48355.26809777713,45759.53853422167,40807.696999957705,37468.98771856121,36963.503212884796,6.111729353965214,4.866500213168481,6.042454974476557,4.228063223122721,6.914804126644771,4.05325751784358,3.5291669517268605,4.564693518541214,7.969392907038737,1.4313195837481834,1.1792909810655414,1.1692341793164505,1.6441005340105797,4.159613657323644,3.5840236663701943
212111,Bituminous Coal and Lignite Surface Mining,12,13,17068.480167053214,105954.79536062945,76675.7867528322,62626.01309165173,14,12,13,0,0,0,0,1.1580309428158218e-4,0,0,13,12,0,14,6.145980190605996,0.8288106181271141,2.1265688810704146,8.52871246140905,10,10,14,15,0,15,0,29002.04852340133,28298.46356798234,34325.72119001769,35357.09653399784,39952.50127350677,45455.15995276915,43399.18977161766,39521.846321365796,32269.141048022757,35059.69068711174,39779.174800497785,38647.39910072863,40892.95596195738,38270.14831951223,23013.377886048464,23041.56949776744,24989.08888542977,22929.78394723821,0,0,0,15,0.8879025927861222,1.0814637779258192,0.8796641548979096,1.1356218712520785,15,0,0,13,13,15,11
212112,Bituminous Coal Underground Mining,0,10,13,0,14,0,13,14,0,0,0,13,0,15,0,11,0,12,13,0,0,0,14,10,0,0,15,0,10,0,14,33222.058926066005,44365.98016468478,30566.922193169194,34690.94855471302,36835.94007195662,41063.957522985686,37687.2233690238,39814.64465471252,36091.12150405567,36963.137904656614,48844.94346041005,54715.70038421051,48895.22886567164,44812.46557963822,40369.45448905302,28665.144462348668,24278.007913621455,25483.56770914968,14,12,0,13,0,0,13,10,12,0,0,10,13,0,0
212113,Anthracite Mining,14,0,0,0,11,10,0,0,0,0,12,14,11,0,0,14,14,11,0,0,11,0,0,15,10,15,0,15,0,0,12,763.8746900106381,559.8587069208589,581.4288877304303,685.7669517054925,612.0205992818587,627.065465123762,1005.6606208127332,1033.958080644452,1276.039714675517,880.6946177968641,1122.0619211975452,1028.9731316044824,960.8636807628644,819.0921523131045,804.1285925717531,949.9944927210718,667.3059985049088,861.2180092083613,10,0,13,14,12,0,14,0,0,10,0,11,10,12,0
212210,Iron Ore Mining,0,11,0,0,12,12,11,11,11,12,13,12,11,13,15,0,12,12,0,0,11,0,10,0,14,0,10,13,0,12,0,5750.808972875864,6100.904098780379,4697.545274734009,4911.517041060648,5678.966069115259,5212.527368899088,4964.6526386843525,5905.27992259173,4438.586377322478,5465.3369221786215,6679.206144537385,7405.589133662945,5837.715876360362,7301.649095178797,5295.3627867624755,5329.347534433779,5424.28426053569,4668.427243339336,10,0,11,12,10,10,0,14,0,13,0,0,10,0,10
212221,Gold Ore Mining,62089.11918976518,129341.61980462482,72052.04707181038,102060.87281105552,108574.92595236964,90306.8018799114,75940.68847398038,319767.59036580945,143961.2030783026,62625.081758538305,54868.11173793569,76628.65803190795,63366.01700621518,11.923281357840203,33.63828328989784,10,4.779016808939075,32.50574353140713,33.22477292491078,25.114604767412104,33.88160158247866,10.167814105180716,27.90294522701428,25.608725679091314,22.689437063203687,3.0822514904781393,0.5927255598127351,1.3030422949073115,0.2535639508354698,3.026827935997493,4.055426358216931,11080.948172971599,8698.357470252044,8689.326569353329,8411.236598570194,10959.570270627624,9094.640067489234,10865.134466405118,10342.45744246509,12238.908006555,9701.387219499347,15376.073729744878,12787.000604184263,13475.006676753366,14482.765882095919,12469.842383129217,17032.004003183225,15948.95384903804,12831.032802112339,1.1353615718777292,2.052379851345904,2.052432429138571,2.573760333540849,3.7481578338076362,2.8779311549733393,3.319307413045317,3.6013921558856965,3.452534941257909,3.7384542635525575,0.8423110252595507,1.1133683757740074,1.0124820406315849,1.188164400937967,1.6059539851732552
212222,Silver Ore Mining,0,0,12,13,0,14,0,15,0,0,14,0,0,0,13,0,14,0,0,0,15,10,15,0,10,12,13,14,14,0,0,893.8590250316397,881.1089976001418,841.5761875907873,1061.5832525481758,1084.1551350820462,837.6992470530024,1269.267496389134,1504.263025652615,1211.184954577404,1207.3141158526912,1622.239529155963,1814.8643802003298,1706.4889471391064,1505.9233432585963,1668.9502071848062,1308.5853346475437,1254.2279126455123,1346.8221575027183,10,0,0,0,15,10,10,0,0,0,0,11,15,15,11
212230,"Copper, Nickel, Lead, and Zinc Mining",11,0,13,14,0,15,11,12,14,0,13,0,11,0,0,13,0,11,0,0,0,15,15,10,10,15,15,0,10,13,12,14346.929585819225,11618.570315958867,7349.985950050326,9779.736607522922,9059.646384877029,11844.953732540456,14794.323068965352,15014.20088042243,15259.283127702716,14331.322561795116,14540.398032720044,17071.747034979526,16525.96489388188,16230.593673609506,21245.972586264375,17375.595900451433,17700.824691114998,19474.980715765385,0,0,11,0,0,0,0,0,14,0,14,12,11,0,0
212291,Uranium-Radium-Vanadium Ore Mining,15,13,0,0,0,12,13,0,0,15,13,0,13,10,14,0,0,0,0,10,10,0,0,0,0,0,0,0,15,0,0,692.4639515731033,589.6380351867582,489.29488081161406,505.9827320229249,607.7502371988363,794.6868501188676,1054.502344886256,828.4194151445374,1134.2647954895615,987.3554096448753,1168.2607200934315,1285.6303305495585,850.4739783057673,623.6415886416485,666.6313305507434,573.7360902928441,519.6235137017644,374.09592261151664,0,0,12,0,12,0,15,0,10,0,0,0,13,15,0
212299,All Other Metal Ore Mining,12,197249.5363706733,89631.98227299772,43216.54016733593,12,0,0,0,0,11,14,0,13,13,11,0,11,14,14,9.097813325602436,7.368114954614085,5.294174554181262,0,13,0,0,12,0,0,0,13,3311.3311077368166,3140.409718573802,2568.009353667925,2554.206305100718,3129.180387178446,2839.7979954355933,3021.3000113398703,4249.215422541207,3143.6469707317588,3003.623762515028,4465.116653950703,3520.94304503374,3961.0089109949226,4016.60109124453,3467.985448907145,3013.683366955592,2538.520347703773,3005.542971878065,0,14,11,1.2317150036455131,1.1924833366414531,0,0,0,0,10,14,0,12,0,10
212311,Dimension Stone Mining and Quarrying,30401.48724920229,24618.56637706925,31169.07834870601,33263.75151141601,31257.634822234144,38745.4119573385,31034.330997005876,44773.819614368214,43524.49310194038,42233.49132491848,40005.04354780889,46061.021918008075,35252.57113656038,231.76652289570586,150.5566659451467,128.30987943525244,217.46243995693376,212.63068483609837,277.19865309579313,187.16639804542444,274.6081086450871,166.20822484290974,113.2366212957298,140.7560757402145,219.537492446717,188.49898895852803,194.78439232587016,212.42486708849071,181.67219507566773,153.30859590812724,122.1647065123308,7422.80839180349,8152.356865556811,6239.721039434479,6319.077607062054,6389.066396894733,8536.396812359764,7183.420063363859,6549.568146924659,7084.361307029715,6205.9313057429235,6107.838201114166,5894.657612011902,8552.822358319141,8961.287701012285,7594.655769868154,8237.455407134226,9026.180631064086,7370.767213021914,9.34898387780413,8.8006177081028,7.570695371646434,12.1353824804537,12.274583126883954,9.503779949550516,13.176395382161719,9.360675247316248,11.747219185926951,8.863619731040671,7.483269864215981,7.939929066039622,5.929737313801889,5.799677956290543,6.7557801139890215
