NAICS,Description,"2006 Wages, Salaries, & Proprietor Earnings","2007 Wages, Salaries, & Proprietor Earnings","2008 Wages, Salaries, & Proprietor Earnings","2009 Wages, Salaries, & Proprietor Earnings","2010 Wages, Salaries, & Proprietor Earnings","2011 Wages, Salaries, & Proprietor Earnings","2012 Wages, Salaries, & Proprietor Earnings","2013 Wages, Salaries, & Proprietor Earnings","2014 Wages, Salaries, & Proprietor Earnings","2015 Wages, Salaries, & Proprietor Earnings","2016 Wages, Salaries, & Proprietor Earnings","2017 Wages, Salaries, & Proprietor Earnings","2018 Wages, Salaries, & Proprietor Earnings",2001 Jobs,2002 Jobs,2003 Jobs,2004 Jobs,2005 Jobs,2006 Jobs,2007 Jobs,2008 Jobs,2009 Jobs,2010 Jobs,2011 Jobs,2012 Jobs,2013 Jobs,2014 Jobs,2015 Jobs,2016 Jobs,2017 Jobs,2018 Jobs,National 2001 Jobs,National 2002 Jobs,National 2003 Jobs,National 2004 Jobs,National 2005 Jobs,National 2006 Jobs,National 2007 Jobs,National 2008 Jobs,National 2009 Jobs,National 2010 Jobs,National 2011 Jobs,National 2012 Jobs,National 2013 Jobs,National 2014 Jobs,National 2015 Jobs,National 2016 Jobs,National 2017 Jobs,National 2018 Jobs,2004 Payrolled Business Locations,2005 Payrolled Business Locations,2006 Payrolled Business Locations,2007 Payrolled Business Locations,2008 Payrolled Business Locations,2009 Payrolled Business Locations,2010 Payrolled Business Locations,2011 Payrolled Business Locations,2012 Payrolled Business Locations,2013 Payrolled Business Locations,2014 Payrolled Business Locations,2015 Payrolled Business Locations,2016 Payrolled Business Locations,2017 Payrolled Business Locations,2018 Payrolled Business Locations
115114,Postharvest Crop Activities (except Cotton Ginning),21442.544091741864,32548.449951624938,28863.786417109695,28736.001529703375,17363.484195966852,17680.790457159994,30294.301624809574,29170.16125975553,29026.886609037512,29083.991406793306,21186.592638754588,29611.55278172011,30018.194400439654,66.34638602080813,98.88154384207418,64.97225697274145,73.72174791757908,60.87950959128895,36.87307425544653,43.20801011020468,68.10207384312389,49.989877288807264,63.72649209111373,23.844873460502278,41.89892968682763,36.78772459119399,51.79249049143748,43.264420481276154,51.84499741412545,12.753092590504025,15.258135500291228,64192.23464297243,68379.78448864869,68846.23230595568,68109.10402595243,85929.34340030402,83449.71194319573,68572.35128614942,77492.66584817301,77818.129423386,70463.5003065509,85551.11528932209,74954.49813481105,103347.66092484363,70604.29661075084,70361.47014528757,109976.4853943775,91905.88358675248,91186.81026103752,6.08395859535085,5.161957911797799,6.083085119840689,3.9718345880042762,3.5086509818793274,2.8700397696811706,2.807220081752166,2.9462423798278907,2.963294546061661,2.4806742245098574,2.082803123933263,4.475525149982422,4.850829923816491,4.496889160422143,2.5185555327683686
115115,Farm Labor Contractors and Crew Leaders,22136.02803122666,16269.5418876033,17014.444500695707,22482.965979853543,20882.0722982048,21942.37347371564,20369.442350826284,32339.535708377603,24130.322296593728,26807.53669598648,33882.724461472615,31411.803010603893,24866.555791726016,608.2955468012415,518.234543274088,652.502409633157,702.4711050304213,549.6982200182827,559.2388957890623,751.3098903875583,835.7469754351405,875.199974640608,603.3462912386751,753.0326613367001,825.3307333484437,898.8437119850538,954.2900214022546,914.4381030212725,1029.2422658228306,703.5575696302985,1089.5555686656596,212637.91800950788,220749.55145409162,254679.23144634574,246203.46386996662,263385.45464211336,227426.07903859264,307815.51637106115,280821.0792092185,235998.54449989574,301857.7954327783,346538.2421495722,235317.12477011094,291754.6471327143,362203.27622040693,315749.6229275165,335781.3550935008,275433.730291208,303735.42616709386,2.6184030716191047,3.088125019019935,2.9394716529990546,3.9300579588394613,3.201010353770107,2.9787331957253627,3.4099287660210393,2.9864868447650226,3.5666547716944477,2.8894222413073294,2.0804722036235033,2.0712361371610313,2.9565953631768935,5.712046663276851,5.653837259206921
115116,Farm Management Services,66058.49003560063,39609.57051458038,35835.35117772484,28358.50195524162,43035.96138716908,37823.45640215232,40973.80673428519,49482.511620003956,18868.107485971137,42936.709834314075,62011.89450856042,76305.47152984655,79268.85562631572,3.077522280609658,5.558693011834016,7.013407191270435,4.641362052348805,8.388347585357765,2.7762853454531085,5.768930857110743,3.7686990904451143,5.765317970210545,5.830771152577978,5.021373526060469,2.149421623256841,0.5754392632541782,5.668788667257312,6.1589502592777485,17.490989574067584,15.985381069221777,9.812762464572252,16452.137584839315,19846.960721134503,19005.598688652986,17422.308940219875,14835.174876402276,15890.325886305558,17081.21374052609,14323.652518687704,16681.9368084897,12098.924777265483,17248.538426447263,19802.421146696503,19954.528943190613,17859.240720274043,17813.116011646573,14908.02094414298,17932.72183596218,20410.488543663334,2.5722302237176335,3.3439970909734256,3.470248246542178,3.311661224195268,3.2870110174873846,1.933182761631906,2.2610830010380596,2.2648095287615435,1.900967290205881,2.114423227729276,2.064310382632539,3.8117523681372405,5.320707831298932,4.381388170225546,4.909730980638415
115210,Support Activities for Animal Production,19662.567412100638,20953.96882648685,25894.632006683652,32598.428561036482,25550.79966603349,40635.61121021831,28745.21677248214,32707.52632186876,33954.977440955845,27306.797727734353,34114.07929447048,27790.95235145738,27709.199228926722,55.04000217970631,48.09631609189828,55.788912668000805,61.09492144157183,76.99915783469307,82.74517540493252,76.20724502536874,72.59450692080082,94.83804184374928,135.4219034403075,134.13373014872133,55.524729815392796,79.96139186567251,65.62919778199208,75.10331778626679,100.20881462609518,77.1018922808933,93.52157653422469,30251.18225724309,25128.70047242923,22883.712364795698,27245.248338341236,31620.618180478297,32727.723937440518,31871.525566927732,29658.311919198663,24998.58641849083,28294.995724586195,25595.055324547648,31910.50091233376,24508.16110083556,30293.391011590305,28169.729367412725,36854.7145649184,30328.668582882146,29993.04638814654,19.434097440098412,27.19842897579074,29.08143728170544,28.53940435759723,37.14704027893022,36.07186397234909,32.68948895880021,27.415854101954025,36.86216032073135,32.532424220978285,26.62879731900757,31.13542959294282,30.798526460537687,34.796526875230484,35.051128736278045
115310,Support Activities for Forestry,15290.44684780477,17721.996316345612,21249.549560856005,34961.74579631703,39786.867072173634,25123.17915263819,33987.61140088273,33472.779546568425,31995.447574065245,76784.87625900056,89244.74845390275,62039.193733553446,50489.440448080044,2.6087105525662997,3.4106009719419763,3.6350752879951114,1.200278068166445,4.610098993951117,13.082148041688576,25.687335190751334,21.496939844196554,22.530690745835063,13.746576254102706,28.939932741170896,15.657015124057097,9.786278680583347,2.614552456938227,0.3220125771289492,0.39859782179566866,1.1939457470695218,5.483450213240132,14651.619682795654,13903.035317161037,13337.473383821061,13493.653333219494,13651.484752108776,18558.255996607168,18643.210304882887,16020.83914158256,13091.698479645991,14404.475404219755,14016.168259608115,16799.775441830938,16453.9009239981,17541.80836227157,14746.828700164944,15148.009300254791,17375.900477243013,16815.865839779584,2.3966531849466266,1.994409194146283,3.62036536433734,3.2505060686729847,4.559819316584617,4.693739369884133,1.7108870498370379,2.412130298127886,1.8163354056188836,0.9834907359443605,1.0449065661523491,1.114059011801146,0,1.1881353277829476,1.6414585539605469
211120,Crude Petroleum Extraction,78738.28354972402,62746.59892029047,80614.45225416239,66229.79879299224,116634.8931066962,128078.70017580956,93467.79854922742,117873.85765477896,120496.30217792405,142286.70572675322,134902.8003572908,165810.44166431433,161266.50774073362,347.7517093375808,278.9723400184173,222.35453195203792,252.50433942819438,360.006973756162,380.18635560456477,404.9517349221847,501.6310696473362,553.571613614778,475.9918779998294,580.0319967845463,768.2598682678226,774.9385779197155,1191.1797993546943,1054.7639583348885,1079.4846681296879,1286.7756796603658,1720.7716197834989,74347.09585019972,104740.74999129798,106202.31359909146,103137.12874056041,90823.86434285325,123302.97192141767,130683.58861362473,138767.0493768462,121995.57497023974,96193.09421926353,142859.97644734578,133341.08639693164,126173.41992323282,159931.00919163894,150333.13163034804,122411.00017648528,120121.85517484599,111478.46295436277,17.199135844421363,18.023161146964345,15.541971504923117,17.598166690552148,22.163813888857767,20.554788164113084,22.3026532427823,21.390220037281864,15.085108628395401,22.098062569443478,23.764757348451912,32.14042879636058,34.492265762280205,26.46473468542099,25.21710637866054
211130,Natural Gas Extraction,62072.40598186254,51482.10713756066,103188.75081374936,95562.01223722435,107537.35033796226,82799.55243848379,123006.135206992,129251.0718432325,120474.47396170799,145796.48917167293,120334.06102074691,157563.93935668113,164627.51463991945,101.7238000844164,88.50767416277112,114.77691751980865,88.08267697931228,106.00474787831811,127.97268460969046,108.07546797665337,141.53588527750185,189.53118334506934,154.19818296460082,320.2632602721604,186.4773795696704,6.820303623447803,2.042233273726731,2.02770344899843,2.5324952799361053,3.1977736386139206,2.4960976923799834,29925.92502240642,37237.10513345511,37897.21470622653,26903.416547450543,38529.68846435875,30095.008782068428,39784.80200992673,46501.81370357467,39814.88125511543,32530.17031243535,41180.671683290515,50360.59719097417,43270.6242677031,48355.26809777713,45759.53853422167,40807.696999957705,37468.98771856121,36963.503212884796,5.632765136641059,4.436887703905059,5.775806200126114,4.010797368908343,5.732290391403216,3.0895850093556048,2.968056682569734,1.9894597279156032,5.565601588209036,1.1788214319048997,0.027382987688389798,0.042635453753383575,0.047988958079598486,3.1197102429927326,3.5840236663701943
212111,Bituminous Coal and Lignite Surface Mining,12,13,0,0,13,12,14,12,13,0,0,0,0,10,0,0,13,12,0,14,0,12,0,0,10,10,14,15,0,15,0,29002.04852340133,28298.46356798234,34325.72119001769,35357.09653399784,39952.50127350677,45455.15995276915,43399.18977161766,39521.846321365796,32269.141048022757,35059.69068711174,39779.174800497785,38647.39910072863,40892.95596195738,38270.14831951223,23013.377886048464,23041.56949776744,24989.08888542977,22929.78394723821,0,0,0,15,0,12,10,0,15,0,0,13,13,15,11
212112,Bituminous Coal Underground Mining,0,10,13,0,14,0,13,14,0,0,0,13,0,15,0,11,0,12,13,0,0,0,14,10,0,0,15,0,10,0,14,33222.058926066005,44365.98016468478,30566.922193169194,34690.94855471302,36835.94007195662,41063.957522985686,37687.2233690238,39814.64465471252,36091.12150405567,36963.137904656614,48844.94346041005,54715.70038421051,48895.22886567164,44812.46557963822,40369.45448905302,28665.144462348668,24278.007913621455,25483.56770914968,14,12,0,13,0,0,13,10,12,0,0,10,13,0,0
212113,Anthracite Mining,14,0,0,0,11,10,0,0,0,0,12,14,11,0,0,14,14,11,0,0,11,0,0,15,10,15,0,15,0,0,12,763.8746900106381,559.8587069208589,581.4288877304303,685.7669517054925,612.0205992818587,627.065465123762,1005.6606208127332,1033.958080644452,1276.039714675517,880.6946177968641,1122.0619211975452,1028.9731316044824,960.8636807628644,819.0921523131045,804.1285925717531,949.9944927210718,667.3059985049088,861.2180092083613,10,0,13,14,12,0,14,0,0,10,0,11,10,12,0
212210,Iron Ore Mining,0,11,0,0,12,12,11,11,11,12,13,12,11,13,15,0,12,12,0,0,11,0,10,0,14,0,10,13,0,12,0,5750.808972875864,6100.904098780379,4697.545274734009,4911.517041060648,5678.966069115259,5212.527368899088,4964.6526386843525,5905.27992259173,4438.586377322478,5465.3369221786215,6679.206144537385,7405.589133662945,5837.715876360362,7301.649095178797,5295.3627867624755,5329.347534433779,5424.28426053569,4668.427243339336,10,0,11,12,10,10,0,14,0,13,0,0,10,0,10
212221,Gold Ore Mining,14,13,12,14,12,15,0,12,0,14,0,15,0,1.2216135698098687,10,10,13,12,14,0,15,0,0,0,0,0,15,15,10,10,14,11080.948172971599,8698.357470252044,8689.326569353329,8411.236598570194,10959.570270627624,9094.640067489234,10865.134466405118,10342.45744246509,12238.908006555,9701.387219499347,15376.073729744878,12787.000604184263,13475.006676753366,14482.765882095919,12469.842383129217,17032.004003183225,15948.95384903804,12831.032802112339,14,0,0,13,11,15,0,0,14,0,0,12,0,12,0
212222,Silver Ore Mining,0,0,12,13,0,14,0,15,0,0,14,0,0,0,13,0,14,0,0,0,15,10,15,0,10,12,13,14,14,0,0,893.8590250316397,881.1089976001418,841.5761875907873,1061.5832525481758,1084.1551350820462,837.6992470530024,1269.267496389134,1504.263025652615,1211.184954577404,1207.3141158526912,1622.239529155963,1814.8643802003298,1706.4889471391064,1505.9233432585963,1668.9502071848062,1308.5853346475437,1254.2279126455123,1346.8221575027183,10,0,0,0,15,10,10,0,0,0,0,11,15,15,11
212230,"Copper, Nickel, Lead, and Zinc Mining",11,0,13,14,0,15,11,12,14,0,13,0,11,0,0,13,0,11,0,0,0,15,15,10,10,15,15,0,10,13,12,14346.929585819225,11618.570315958867,7349.985950050326,9779.736607522922,9059.646384877029,11844.953732540456,14794.323068965352,15014.20088042243,15259.283127702716,14331.322561795116,14540.398032720044,17071.747034979526,16525.96489388188,16230.593673609506,21245.972586264375,17375.595900451433,17700.824691114998,19474.980715765385,0,0,11,0,0,0,0,0,14,0,14,12,11,0,0
212291,Uranium-Radium-Vanadium Ore Mining,15,13,0,0,0,12,13,0,0,15,13,0,13,10,14,0,0,0,0,10,10,0,0,0,0,0,0,0,15,0,0,692.4639515731033,589.6380351867582,489.29488081161406,505.9827320229249,607.7502371988363,794.6868501188676,1054.502344886256,828.4194151445374,1134.2647954895615,987.3554096448753,1168.2607200934315,1285.6303305495585,850.4739783057673,623.6415886416485,666.6313305507434,573.7360902928441,519.6235137017644,374.09592261151664,0,0,12,0,12,0,15,0,10,0,0,0,13,15,0
212299,All Other Metal Ore Mining,12,14,14,14,12,0,0,0,0,11,14,0,13,13,11,0,11,14,14,15,11,12,0,13,0,0,12,0,0,0,13,3311.3311077368166,3140.409718573802,2568.009353667925,2554.206305100718,3129.180387178446,2839.7979954355933,3021.3000113398703,4249.215422541207,3143.6469707317588,3003.623762515028,4465.116653950703,3520.94304503374,3961.0089109949226,4016.60109124453,3467.985448907145,3013.683366955592,2538.520347703773,3005.542971878065,0,14,11,11,0,0,0,0,0,10,14,0,12,0,10
212311,Dimension Stone Mining and Quarrying,24395.906335818425,22409.243069807006,22374.700174307633,28772.648865958396,34929.227524738686,35279.575040190255,26131.232675376643,37650.536583421665,35175.09139768724,33075.1234556079,43890.119085987666,50615.083168999074,34909.84045190168,118.52378114309214,58.98988652365667,65.8135736581778,132.0867005108828,127.74228279119937,172.27954333742852,110.49127949704271,122.94595082825299,97.95111098898342,81.46671777222186,98.22170281502154,124.24896962846054,109.91494038883073,102.57454012271091,121.1710532443131,113.85525700619611,86.75342521023505,67.81343510164682,7422.80839180349,8152.356865556811,6239.721039434479,6319.077607062054,6389.066396894733,8536.396812359764,7183.420063363859,6549.568146924659,7084.361307029715,6205.9313057429235,6107.838201114166,5894.657612011902,8552.822358319141,8961.287701012285,7594.655769868154,8237.455407134226,9026.180631064086,7370.767213021914,5.609390326682478,3.911385648045689,3.3647534985095264,6.06769124022685,6.137291563441977,5.1838799724821,7.187124753906391,5.1058228621724995,7.048331511556171,5.318171838624403,4.157372146786656,3.969964533019811,2.541315991629381,2.8998389781452714,3.860445779422298
212312,Crushed and Broken Limestone Mining and Quarrying,43617.805700984965,48341.30559420965,61403.28902076199,34801.9974355196,41543.04119824932,41031.00110660906,40050.53954139672,51037.43251690534,45704.58544676247,52701.62641747469,51848.17097306106,40442.64326814367,72032.9128264899,24.690379641616488,69.82347689852172,59.640078231256936,40.88909712115046,33.515477773813004,26.890545829529568,72.36795024728055,69.75767328256573,68.05017191713567,82.33629243619389,84.80031639059546,90.78545149511659,87.16326759558615,57.64737410566108,70.70689070602495,43.38839790710158,65.9572010377765,57.818585975373736,26104.36576929412,26926.16409225691,28430.056873021786,23369.780056599135,28622.013394514328,25805.88991898598,23675.63991417086,25956.83080108171,17811.919240374973,21902.087322186966,24904.03987173723,20546.71477369146,19153.802888027534,19499.84780879566,16983.188524501667,23754.637316226654,21141.761921703182,19334.953168856788,3.680754068889655,2.4568236136576163,3.510218705912121,2.453191441530362,1.8667632135096937,2.4063912337413056,1.653510909504257,2.099433879717253,1.945430814498104,2.317621211730875,1.8561404238222168,1.756149959587492,2.431327698682435,2.183501792140305,1.859245448722504
212313,Crushed and Broken Granite Mining and Quarrying,1467.8478864022961,313.7243080498581,390.37449471446996,4185.70632087271,33054.77230874477,288.03019946087835,580.1451093329455,1770.5637967413982,473.10121450927716,422.3319300612341,53831.52547169916,70257.70012463492,96727.82527824667,10.892987920993367,62.44970607140067,29.211872307793275,26.454262571092194,17.658652110530856,12.93585152620271,5.920497305355667,7.32752077065409,2.6224076420507254,6.337654047251861,5.7350744647997445,2.321643354588383,2.2434491250454154,1.3023639030855232,5.351650507468171,10.5773202247575,56.78908149944854,38.08230798189843,4596.231233420374,5448.100894836814,5197.2986479448355,5985.112311824035,6569.392975618728,5028.127511812565,5074.750522739531,5036.040746608608,5070.545186487225,4709.609633346903,5095.769779644887,5355.782142057355,4515.443896876273,4944.251192191821,5799.515236145557,5115.861563860413,4683.063710985531,5657.899096899269,0.9377111277543009,0.934011086949613,0.8895976302796044,1.1757943929522299,1.0440541742718779,1.1039105903706514,0.8478833638364449,1.0161786157288588,0.9595517948037013,0.9994241172797047,0,1.125149814481847,0.961609495873563,1.7846888250671327,1.7640461974777282
