clusterNAICS,lat,lon,employment,biz_id,tract
453998,40.52986147,-104.9430279,60,41,8123002208
236115,40.10171614,-104.9694872,10,42,8123002012
522110,40.42125346,-104.9056822,10,43,8123002209
325414,40.21645615,-104.6858177,10,44,8123001800
811111,40.3555748,-104.6534299,10,45,8123000705
722515,40.43154594,-104.8017433,10,46,8123001416
238910,40.4488309,-104.8787979,20,47,8123002203
811192,40.43800889,-104.7917874,40,48,8123001416
624120,40.42372,-104.7342866,10,49,8123001300
112000,40.44249348,-104.7762214,10,50,8123001416
624310,40.01176561,-105.0075531,20,52,8123002009
424720,40.06034937,-105.0448829,10,53,8123002007
561422,40.42895823,-104.7100281,10,54,8123000501
722513,40.35247113,-104.7437476,30,55,8123001700
523120,40.36102869,-104.7326967,10,56,8123001005
441310,40.440025,-104.7148832,10,57,8123000600
236118,40.10028277,-104.9185187,10,58,8123002015
213112,39.97100199,-105.0190111,10,59,8014031300
624120,40.46112359,-104.7652955,10,60,8123001500
321214,40.18042677,-105.0397337,10,61,8123002103
447110,40.60518947,-104.7474765,10,62,8123002300
811113,40.40775691,-104.7143445,20,63,8123000401
811111,40.43544401,-104.738971,10,64,8123001417
238160,40.37624865,-104.74994,50,65,8123001404
531210,40.43397375,-104.7590126,20,66,8123001415
111000,40.36411971,-104.7497253,90,67,8123001404
531210,40.26485396,-104.8222313,10,68,8123001700
813910,40.43778561,-104.8423615,10,69,8123002209
722515,40.3952095,-104.7077371,20,70,8123000900
447110,40.44958901,-104.8785522,40,71,8123002203
624120,39.96997534,-105.0156526,60,72,8001060000
541512,40.25796964,-104.7926433,20,73,8123001800
722410,40.44646157,-104.8670533,20,74,8123002203
531210,40.40655751,-104.8485654,10,75,8123002101
481211,40.48233986,-104.8901054,20,76,8123002203
624120,40.41716845,-104.7252228,10,77,8123001201
441110,40.45623369,-104.758623,10,78,8123001500
238990,40.44679115,-104.7505159,10,79,8123001416
512110,40.1734047,-104.8975821,10,80,8123002021
238220,40.50361845,-104.8419028,10,82,8123002208
522130,40.37245668,-104.7098245,10,83,8123001006
238160,40.37451204,-104.6747037,10,84,8123001700
811310,40.12988251,-104.9601344,10,85,8123002013
624120,40.07987381,-104.807989,10,86,8123001905
236115,40.53206298,-104.7082033,10,88,8123001500
624120,39.98496515,-104.6836801,10,89,8001008523
238210,40.14008794,-104.89814,230,91,8123002021
541110,40.10942933,-104.9300667,10,93,8123002016
423830,40.49238543,-104.9559646,10,94,8069002501
541511,40.16079251,-105.0426812,10,95,8123002103
524126,40.18172373,-104.7766794,20,96,8123001800
445110,40.42289706,-104.7462152,10,97,8123001413
441320,40.13264033,-104.9651528,20,98,8123002018
541219,40.4318754,-104.6673031,40,99,8123000705
484220,40.54811943,-104.6781918,10,100,8123001500
722515,40.47864986,-104.7169677,10,102,8123001500
611110,40.41028923,-104.6843739,10,103,8123000200
541940,40.73080126,-104.8993336,120,104,8123002501
236118,40.37017363,-104.7276292,10,105,8123001005
621210,40.2581742,-104.951548,10,106,8123002103
561720,40.07611602,-104.7841114,10,107,8123001905
541512,40.16545648,-105.0624464,10,108,8013013402
454110,40.52515528,-104.9049716,10,109,8123002208
236220,40.39000327,-104.7859378,10,110,8123001406
518210,40.05823433,-105.0532617,10,111,8123002007
238310,40.3989921,-104.6389147,10,112,8123000705
238330,40.38943441,-104.7344634,40,113,8123001005
722515,40.41498083,-104.6630626,10,114,8123000705
238130,40.45341286,-104.8929395,10,115,8123002204
238220,40.43561389,-104.5455921,10,116,8123001600
423810,40.42151103,-104.7930679,30,117,8123001416
541430,40.33232704,-104.8686734,10,118,8123002101
623312,40.5179662,-104.9291364,10,120,8123002207
561990,40.40030348,-104.7855027,10,121,8123001407
722513,40.43482301,-104.6713457,60,122,8123000705
541213,40.61454999,-104.6763768,10,124,8123002300
423320,40.37601812,-104.8675765,10,125,8123002101
238210,40.39389965,-104.7700714,80,126,8123001408
444190,40.37536512,-104.7559343,10,127,8123001404
624120,40.43113574,-104.7307071,10,128,8123001300
624120,40.40307414,-104.7370717,20,130,8123001409
327991,40.29160164,-104.7181031,10,131,8123001700
453310,40.4557355,-104.8882122,10,132,8123002203
236220,40.44115053,-104.6222788,10,133,8123000705
541511,40.53651532,-104.9735474,30,134,8069002501
541930,40.20634422,-105.0361309,10,135,8123002103
511130,40.12232202,-105.0373616,10,136,8123002010
621330,40.49288562,-104.734163,10,137,8123001500
561910,40.52949494,-104.8117265,10,138,8123002208
334419,40.40055919,-104.6764697,10,139,8123000703
452319,40.29012717,-105.0414606,10,140,8123002103
813410,40.07641768,-104.8166568,10,141,8123001907
541611,40.37970509,-104.6594801,10,142,8123000705
524210,40.40914767,-104.7127343,20,143,8123000401
541380,40.43306108,-104.8771605,10,144,8123002209
624190,40.51853665,-104.9497721,10,145,8069002501
722513,40.33686476,-104.7657828,10,146,8123001700
621210,40.47335248,-104.6454793,10,147,8123001500
238990,40.40147769,-104.8160005,10,148,8123002101
236115,40.08522282,-104.7977885,10,149,8123001905
541211,40.04479141,-105.0420166,10,150,8123002007
621320,40.5565673,-104.8113589,10,151,8123002300
624190,40.01885134,-104.7608007,10,152,8123001907
541110,40.39824778,-104.7350267,10,153,8123001409
541191,40.41950648,-104.6797248,10,154,8123000701
722310,40.10374198,-104.9442922,10,155,8123002013
238160,40.33382592,-104.9431845,10,156,8123002102
423830,40.21110766,-104.9565568,10,157,8123002103
624110,40.45773344,-104.7802331,10,158,8123001500
812111,40.51848259,-104.8797783,10,159,8123002208
722511,40.44339794,-104.7674737,20,160,8123001416
551114,40.43851888,-104.7995213,10,161,8123001416
541690,40.15149383,-104.881616,10,162,8123001800
524210,40.52085088,-104.6016941,10,163,8123001500
611519,40.37775523,-104.7731676,10,164,8123001404
213112,40.39139465,-104.6576793,20,165,8123000704
311611,40.39816391,-104.7489218,10,166,8123001409
541199,40.03870548,-104.746868,10,167,8123001902
541330,40.36751654,-104.6688054,120,168,8123001700
624120,39.97726821,-105.0016281,10,169,8001060000
424690,40.44124365,-104.7675749,10,170,8123001416
112000,40.4351621,-104.8853986,30,171,8123002209
561320,40.42992728,-104.7669468,10,173,8123001415
332812,40.0234734,-105.0644949,10,174,8013012800
213112,40.38659875,-104.8407573,10,175,8123002101
236115,40.38012331,-104.6375475,30,176,8123000705
561510,39.96931536,-104.8663929,10,177,8001008541
332811,40.36289478,-104.6814445,30,179,8123001700
238220,40.45369812,-104.6544859,10,180,8123001500
524210,40.11056386,-104.9204726,10,181,8123002016
541512,40.42152421,-104.7268115,20,182,8123001201
238130,40.4034465,-104.740784,10,183,8123001409
442299,40.7200777,-104.8082208,10,184,8123002501
236115,40.60163082,-104.7064441,10,185,8123002300
524210,40.31853583,-104.8683448,10,186,8123002101
621340,40.43659877,-104.689251,40,187,8123000701
722513,40.409935,-104.6681431,10,188,8123000703
525990,40.52914473,-104.5638545,10,189,8123002501
541211,40.49682196,-104.6540577,10,190,8123001500
336390,40.34575919,-104.6753073,10,191,8123001700
238340,40.14338259,-104.8343025,20,192,8123001906
447110,40.37657517,-104.7246754,60,193,8123001005
423510,40.40766632,-104.7569266,10,194,8123001411
811198,40.41832749,-104.7587608,10,195,8123001411
541211,40.39603241,-104.6545617,10,196,8123000703
325992,40.32331089,-104.9587556,10,198,8123002102
238390,40.04759055,-104.6754495,820,199,8123001902
236220,40.41244735,-104.7859132,20,200,8123001412
213112,40.12470332,-104.6401431,10,201,8123001902
238220,40.31879359,-104.9936265,30,202,8123002103
451110,40.03476026,-104.6847956,20,203,8123001902
541620,40.4773656,-104.7227815,10,204,8123001500
339950,39.95741957,-105.0559402,20,205,8014030900
115113,40.42822364,-104.6494426,10,206,8123000705
238140,40.42560222,-104.679556,10,207,8123000701
238350,40.29737811,-104.9015739,10,208,8123002102
213112,40.41835272,-104.7593506,10,209,8123001411
447110,40.41829121,-104.7228604,10,210,8123001201
524210,40.47137906,-104.7120309,10,211,8123001500
531210,40.19044305,-104.9918772,10,212,8123002103
213112,40.43776498,-104.7131416,10,213,8123000600
522292,40.38791369,-104.750712,10,214,8123001406
541690,40.52364118,-104.8973618,10,215,8123002208
236118,40.43429685,-104.7385239,20,216,8123001417
561720,40.42882326,-104.7000829,10,217,8123000502
337110,40.16281996,-104.9625442,10,218,8123002019
531210,40.43909088,-104.7413996,40,219,8123001417
531210,40.47746123,-104.8903171,10,220,8123002205
326299,40.07392214,-104.9326061,10,221,8123002004
541613,40.44256929,-104.7482469,10,222,8123001416
531320,40.23869998,-104.9179196,10,223,8123002103
443142,40.21071429,-104.8653886,10,224,8123001800
454110,40.43629422,-104.8657089,10,225,8123002209
453910,40.19498952,-104.8967958,30,226,8123001800
333132,40.28348094,-104.90888,10,227,8123002102
722511,40.3769254,-104.7139096,20,228,8123001006
453210,40.09521159,-104.8283024,10,229,8123001908
522320,40.40882239,-104.8051648,10,230,8123001412
531130,40.4560014,-104.6680497,10,231,8123001500
812332,40.01291744,-105.0304309,10,232,8123002008
541330,40.29529259,-104.8663563,40,233,8123002101
722513,40.36123532,-104.8392066,30,234,8123002101
541512,40.00006574,-105.0038158,10,235,8014031400
238220,40.57309661,-104.8241563,40,236,8123002300
238220,40.43466989,-104.6418587,10,237,8123000705
624120,40.04507628,-105.0854376,10,238,8013012800
518210,40.13577468,-104.7671219,20,239,8123001906
624120,40.37052266,-104.6674195,10,240,8123001700
722511,40.3385305,-104.9447056,50,241,8123002102
551114,40.39282119,-104.9675362,10,242,8069001709
238140,40.42843176,-104.9519937,10,243,8069001709
452311,40.44372098,-104.7274892,70,244,8123001300
811310,40.39935019,-104.7610122,30,245,8123001408
561710,40.36267246,-104.7520045,10,246,8123001404
722515,40.07085518,-104.7129641,10,247,8123001902
454110,40.12243063,-104.9977157,10,248,8123002017
339116,40.35554767,-104.7201766,10,249,8123001005
541512,40.41454096,-104.8066269,20,251,8123001412
441320,40.46485759,-104.676181,10,252,8123001500
722511,40.62616643,-104.6942252,10,254,8123002300
445110,40.23668396,-104.9695699,10,255,8123002103
561730,40.1613699,-105.000455,160,256,8123002010
624120,40.14967275,-104.9155379,30,257,8123002021
112000,40.45698341,-104.7446084,20,258,8123001500
722511,40.40071908,-104.6926146,40,259,8123000800
621210,40.39369221,-104.7197838,10,260,8123001100
213112,40.37943859,-104.7670533,50,261,8123001405
621210,40.44436551,-104.7169319,10,262,8123000600
236118,40.09151651,-105.0401108,10,263,8123002010
237110,40.37991706,-104.7731019,10,264,8123001405
424910,40.08760145,-104.4847415,10,265,8123002502
511110,40.40295225,-104.9173384,10,266,8123002102
111000,40.31480253,-104.9396085,10,267,8123002102
485320,40.42963717,-104.7408325,220,268,8123001413
423830,40.65907668,-104.8334288,10,269,8123002501
238220,40.38851677,-104.7548056,10,270,8123001406
541613,40.23081144,-104.8111836,10,271,8123001800
238320,40.47909818,-104.7100335,10,272,8123001500
424320,40.39956842,-104.8098241,10,273,8123001407
236115,40.51714507,-104.7776309,10,274,8123002208
531210,40.37462784,-104.756128,10,275,8123001404
541990,40.66636134,-104.7874908,10,276,8123002501
524210,40.12681482,-105.0181106,10,277,8123002010
238910,40.39710138,-104.7292051,80,278,8123001100
624120,40.48460019,-104.8556743,10,279,8123002208
111000,40.39912435,-104.7413285,10,280,8123001409
541614,40.43649944,-104.6834291,10,281,8123000701
531210,40.40129016,-104.5788147,20,282,8123001600
611610,40.21771544,-104.9565104,10,283,8123002103
423830,40.45054448,-104.7074403,10,284,8123000600
531210,40.47083323,-104.6896421,10,285,8123001500
624120,40.37955525,-104.7019353,20,286,8123001006
238160,40.43594116,-104.6873739,10,287,8123000701
624120,40.51384725,-104.6979528,30,288,8123001500
812910,40.4784899,-104.8843772,10,289,8123002203
812112,40.38764964,-104.7167666,10,290,8123001005
722513,40.4025227,-104.7782241,10,291,8123001407
484230,40.27068287,-105.0141184,10,292,8123002103
238310,40.10601476,-104.8124376,10,293,8123001908
621492,40.39771919,-104.9680518,10,294,8069001709
541219,40.12702629,-105.0328342,20,295,8123002010
541110,40.48464995,-104.9096693,10,296,8123002207
522110,40.07840075,-105.0597799,10,297,8013013211
561990,40.59282287,-104.7443181,40,298,8123002300
451120,40.17503837,-105.0434896,10,299,8123002103
624120,40.45508314,-104.8416051,10,300,8123002209
621210,40.63944347,-104.7358392,10,301,8123002300
812199,40.05640378,-105.1108976,70,303,8013012800
624120,40.55785851,-104.7241942,10,304,8123002300
522220,40.51311886,-104.5061635,10,305,8123002501
423820,40.10598582,-105.0322611,10,306,8123002010
454210,40.12305671,-104.8004325,10,307,8123001906
238990,40.41349713,-104.7033768,10,308,8123000401
112000,40.17000566,-104.6362334,20,309,8123001800
453110,40.42342418,-104.4694773,10,310,8123002501
541613,40.38066219,-104.746643,10,311,8123001405
425120,40.42497172,-104.8067935,10,312,8123001416
624120,40.4544359,-104.6960161,10,313,8123001500
713940,40.41434635,-104.7271242,90,314,8123001202
523120,40.40396231,-104.6645525,10,315,8123000703
624120,40.42444894,-104.6892417,10,316,8123000100
311611,40.4072086,-104.6151532,10,317,8123000705
423120,40.05204701,-104.7982603,10,318,8123001907
611110,40.13464501,-104.4491503,10,319,8123002502
621210,40.46309296,-104.7181821,10,320,8123001500
531130,40.27981964,-105.0002924,10,321,8123002103
321920,40.44706852,-104.5681242,10,322,8123001600
238210,40.57883081,-104.7296278,30,323,8123002300
423830,40.40947293,-104.8281371,20,324,8123002101
332710,40.64657591,-104.7666181,10,325,8123002501
238290,40.34418977,-104.6891599,20,326,8123001700
445310,40.32672876,-104.8763998,10,328,8123002101
561720,40.04539131,-104.7683388,10,329,8123001907
624120,40.47788584,-104.9233413,10,330,8123002206
522292,40.42946285,-104.6598437,10,331,8123000705
484110,39.98571526,-105.0172129,10,332,8014031400
453210,40.43955052,-104.6386157,20,333,8123000705
111000,40.13672631,-104.9895933,10,334,8123002017
522110,40.5050247,-104.9266694,10,336,8123002207
541110,40.11982635,-104.5622267,20,337,8123002502
424510,40.41136301,-104.7214894,10,338,8123001202
518210,40.34695928,-105.0455128,10,339,8123002103
621310,40.40646156,-104.7437318,20,340,8123001409
213112,40.43014715,-104.7690803,10,341,8123001415
722515,40.11366529,-104.7912856,40,342,8123001906
423920,40.52679987,-104.6909668,10,343,8123001500
484121,40.40689026,-104.7222578,10,344,8123001202
484220,40.40064335,-104.7152093,10,345,8123000401
484121,40.34991711,-104.8013081,10,346,8123001404
484220,40.44034497,-104.841102,10,347,8123002209
238140,40.39960481,-104.7173479,10,348,8123001100
327331,40.31947552,-104.9037972,20,349,8123002102
424910,40.51280688,-104.8927734,100,350,8123002208
112000,40.43288001,-104.7618491,30,351,8123001415
722513,40.04399878,-105.0804203,40,352,8013012800
485510,40.04536103,-104.8055697,70,353,8123001907
424910,40.3592525,-104.6623048,10,354,8123001700
621420,40.53433879,-104.7329596,10,355,8123001500
524210,40.10996801,-104.7577579,10,356,8123001902
327331,40.35297262,-104.7412731,10,358,8123001700
424910,40.52045846,-104.9871483,10,359,8069002501
334419,40.44165184,-104.6522591,10,360,8123000705
238990,40.15783888,-104.9287963,10,361,8123002020
551114,40.43150114,-104.7919452,10,362,8123001416
112000,40.42954878,-104.7828276,50,364,8123001416
561491,40.38406398,-104.7408577,10,365,8123001405
721110,40.12723796,-104.8999067,10,366,8123002016
115113,40.05483677,-104.9769454,10,367,8123002005
238350,40.43658214,-104.6916925,10,368,8123000600
624410,40.37312981,-104.6739126,10,370,8123001700
531190,40.43312455,-104.6691459,100,371,8123000705
213112,40.12666272,-104.9182474,10,372,8123002016
713990,40.454852,-104.7438912,10,373,8123001416
236115,40.03074134,-104.8148285,10,374,8123001907
236118,40.43189273,-104.7683908,10,375,8123001415
722410,40.38589211,-104.7773246,10,377,8123001406
562991,40.34226689,-104.8145062,10,378,8123002101
541618,40.44026083,-104.749948,20,380,8123001415
611710,40.39782418,-104.7756463,20,381,8123001408
611110,40.4313257,-104.7170376,10,382,8123001300
713990,40.49950356,-104.9317346,10,383,8123002207
531110,40.41334291,-104.7167318,10,384,8123001202
111000,40.07587428,-104.497959,10,385,8123002502
238910,40.63206852,-104.6606704,10,386,8123002300
621999,40.45655522,-104.9233575,10,387,8123002210
522110,40.04352854,-104.8207573,10,388,8123001908
484230,40.45317466,-104.7914109,10,389,8123001500
524210,39.96438322,-104.7345758,190,390,8001008523
332812,40.52982427,-104.9145139,10,391,8123002208
541330,40.43953336,-104.9497084,10,392,8069001709
453210,40.46236646,-104.647701,10,393,8123001500
221122,40.39485476,-104.7476461,10,394,8123001409
541211,40.42890457,-104.8787556,60,395,8123002209
722511,40.02360265,-104.8642207,10,396,8123001908
238350,40.37388577,-104.8291783,20,397,8123002101
221320,40.08971313,-104.9754023,10,398,8123002012
541330,40.45969537,-104.7330424,10,399,8123001500
511110,40.45157958,-104.7135643,10,400,8123000600
621310,40.44728307,-104.6589792,10,401,8123000705
332216,40.30137812,-104.8740895,10,402,8123002101
221310,40.5053537,-104.6608956,10,403,8123001500
541430,40.43640219,-104.7829138,10,405,8123001416
491110,40.40119436,-104.6747225,10,406,8123000703
541219,40.32843006,-104.8637774,60,407,8123002101
213113,40.42529262,-104.7411279,10,408,8123001413
624310,40.08832867,-105.044896,10,410,8123002010
562211,40.53053943,-104.5706583,10,411,8123002501
447110,40.32847205,-104.9084946,30,412,8123002102
531210,40.42759656,-104.5436365,70,413,8123001600
621210,40.37031033,-104.7276984,10,414,8123001005
541213,40.14401492,-104.9755283,10,415,8123002019
523120,40.14964494,-104.8979755,10,416,8123002021
444130,40.44200938,-104.7760575,10,417,8123001416
611620,40.30130516,-104.9043659,10,418,8123002102
312120,40.47633182,-104.829548,10,419,8123002209
621210,40.47939235,-104.689103,10,421,8123001500
903999,40.34580508,-104.9148224,20,422,8123002102
903999,39.982506,-104.7129694,10,423,8001008523
492110,40.42618877,-104.8498096,10,424,8123002209
541940,40.37639038,-104.8094629,10,425,8123001404
454110,40.49080625,-104.9117558,10,426,8123002207
451110,40.10960575,-104.9378315,10,427,8123002016
722513,40.44517354,-104.8726286,10,428,8123002203
213112,40.62027029,-104.7780462,10,429,8123002300
621111,40.39963647,-104.6950816,10,430,8123000800
541512,40.42641545,-104.742171,10,431,8123001413
621111,40.40174249,-104.7718094,10,432,8123001408
812910,40.18089554,-104.9968755,10,433,8123002103
238320,39.99086521,-105.1065099,10,434,8013012904
327331,40.29526335,-104.9885963,20,435,8123002103
484220,40.55305966,-104.6781749,10,436,8123002300
453998,40.37820145,-104.7462697,10,437,8123001405
524210,39.99783483,-104.9779128,10,438,8001061200
441310,40.38273007,-104.7901608,10,439,8123001406
541990,40.38691806,-104.7110942,10,440,8123001003
711310,40.49276655,-104.8592716,10,442,8123002208
531311,40.30675413,-104.6876121,10,443,8123001700
811111,40.36656565,-104.6051605,10,444,8123000705
445110,40.26838398,-104.9699432,10,445,8123002103
423320,40.41811909,-104.7271861,10,446,8123001201
722511,40.45470005,-104.8743643,10,447,8123002203
238210,40.44706346,-104.8211614,10,448,8123002209
238350,40.4294069,-104.7507333,20,449,8123001417
713990,39.99988391,-105.0466734,20,450,8014031400
541990,40.47290378,-104.6893527,10,451,8123001500
236118,40.21427916,-104.9830382,10,452,8123002103
531130,40.33610893,-104.7435763,80,453,8123001700
541110,40.13865532,-104.9162481,20,454,8123002021
211130,40.37846746,-104.7765203,10,455,8123001405
621310,40.35754548,-104.945416,10,456,8123002102
238340,40.31894978,-104.6326021,20,457,8123001600
311111,40.1484259,-104.9309757,10,459,8123002020
453220,40.39953486,-104.7706695,10,460,8123001408
445310,40.41168682,-104.7653636,10,461,8123001411
541512,40.60006281,-104.6751993,10,463,8123002300
311611,40.426498,-104.8270163,10,464,8123002209
551114,40.49670181,-104.7938985,10,465,8123002208
812112,40.09045374,-104.990776,20,466,8123002011
624120,40.45550653,-104.6662301,50,467,8123001500
541213,40.28105272,-104.8312376,10,468,8123001700
454390,40.49471771,-104.9032036,10,469,8123002203
624120,40.4190305,-104.6362077,20,470,8123000705
722515,40.34901142,-104.8759903,50,471,8123002101
541211,40.48007089,-104.925392,10,472,8123002207
523130,40.38448274,-104.672024,10,473,8123000704
531210,40.43714027,-104.6479679,10,474,8123000705
212313,40.43781301,-104.676721,10,475,8123000705
517311,40.56618547,-104.9061955,10,476,8123002208
448120,40.36035145,-104.7649712,10,477,8123001404
561720,40.12310549,-104.9470004,10,478,8123002013
812910,40.42835183,-104.6778128,50,479,8123000705
811121,40.40545437,-104.731114,10,480,8123001100
445310,40.10556524,-104.7846936,20,481,8123001906
813910,40.60708928,-104.7223547,10,482,8123002300
541110,40.49348391,-104.909802,10,483,8123002207
624410,40.04607144,-104.7776066,10,484,8123001907
236115,40.45280065,-104.8594676,10,485,8123002203
446110,40.13900233,-104.8636111,20,486,8123001906
562111,40.3832036,-104.7095107,40,487,8123001006
532420,40.41844411,-104.7908369,20,488,8123001412
621210,40.19359156,-104.9205054,10,489,8123002103
621320,40.15608725,-104.9710886,10,490,8123002019
541511,40.45191263,-104.7093158,30,491,8123000600
441110,40.35903554,-104.7317087,10,492,8123001005
238990,40.14136369,-104.9993935,20,493,8123002010
445310,40.51350043,-104.7238333,10,494,8123001500
424910,40.33595521,-104.8589076,10,495,8123002101
541611,40.37762277,-104.7090408,10,496,8123001006
624120,40.35276621,-104.6742202,20,497,8123001700
444190,40.40269612,-104.7258685,10,498,8123001100
332323,40.42047428,-104.8426386,10,499,8123002101
624120,40.34267988,-104.8110941,10,500,8123002101
721110,40.44366331,-104.9243512,10,501,8123002210
621210,40.43123411,-104.7475484,10,502,8123001417
531210,40.35298296,-104.7444941,10,503,8123001700
423820,40.51270188,-104.9341119,10,504,8123002207
445310,40.39853063,-104.7566313,10,505,8123001408
621330,40.36851647,-104.7189504,10,506,8123001005
238990,40.38965601,-104.8154647,10,507,8123002101
238110,40.40743846,-104.6968757,10,508,8123000401
532412,40.07421782,-104.8683857,10,509,8123001908
624120,40.43178144,-104.7313119,10,510,8123001300
423830,40.04521352,-104.6566329,10,511,8123002502
561720,40.04766324,-105.017217,10,512,8123002009
541614,40.40378856,-104.722034,10,513,8123001100
524210,40.38616434,-104.7496363,10,514,8123001406
541620,40.37012478,-104.5228995,10,515,8123001600
424480,40.42414595,-104.8397989,10,516,8123002209
811310,40.09690743,-104.9543974,20,517,8123002013
713910,40.5231458,-104.8846366,10,518,8123002208
541620,40.37349866,-104.8858688,10,519,8123002101
441210,40.46034726,-104.9359665,10,520,8123002210
541690,40.46797798,-104.8753879,10,521,8123002203
722511,40.55197489,-104.7207307,10,522,8123001500
423840,40.04236406,-104.8137108,20,523,8123001907
423840,40.16804805,-104.9979186,10,524,8123002010
441310,39.97965688,-105.0017688,10,525,8001060000
621210,40.45199519,-104.7938615,10,526,8123001500
812113,40.39610519,-104.7809036,10,527,8123001408
213112,40.41987509,-104.8546073,10,528,8123002209
423910,40.39826794,-104.7169103,10,529,8123001100
454310,40.39531999,-104.6906677,10,530,8123000800
624120,40.35315695,-104.7223566,10,531,8123001700
445310,40.56531214,-104.6810479,10,532,8123002300
811412,40.36344508,-104.7084843,10,533,8123001005
624120,40.00972431,-104.7356997,10,534,8123001902
561740,40.07569294,-105.0522,10,535,8123002009
448310,40.0503352,-104.7495865,10,536,8123001902
532490,40.36045986,-104.7029199,40,537,8123001700
237110,40.09214501,-104.8346123,10,538,8123001908
337122,40.37371512,-104.7257018,10,539,8123001005
813212,40.00563277,-104.98537,10,540,8014031400
713990,40.09311104,-105.0463124,20,542,8123002010
811219,40.45871658,-104.6336982,10,543,8123001500
236118,40.45428798,-104.8980447,10,544,8123002204
722513,40.11050838,-104.5088776,10,545,8123002502
624120,40.15383125,-104.923543,10,546,8123002021
722410,40.46450054,-104.7659853,10,547,8123001500
722515,40.51441526,-104.9809334,10,549,8069002501
722515,40.38600495,-104.7686863,10,551,8123001406
813110,40.01138385,-104.7032626,30,552,8123001902
423420,40.07922477,-105.0235882,30,553,8123002009
492210,40.42499838,-104.7332288,10,554,8123001300
452311,40.40558224,-104.713018,10,555,8123000401
445310,40.47514536,-104.7030592,10,556,8123001500
811122,40.40481147,-104.7542868,10,557,8123001409
423120,40.36428432,-104.7077892,30,558,8123001005
531210,40.36094707,-104.8128309,10,559,8123002101
448210,40.35899931,-104.8178622,30,560,8123002101
423840,40.54909367,-104.7434727,30,561,8123002300
524210,40.1184805,-104.5061053,20,562,8123002502
448140,40.50501623,-104.7186988,10,563,8123001500
624120,40.38864564,-104.7294799,10,565,8123001005
238210,40.40148874,-104.6463118,90,566,8123000703
423690,40.40507669,-104.6590529,10,567,8123000703
811121,40.42881887,-104.6672712,10,568,8123000705
611610,40.22634584,-104.9759625,10,569,8123002103
561320,40.41290362,-104.7466959,10,570,8123001410
551114,40.44628868,-104.7993843,10,571,8123001416
522110,40.0236517,-105.0744925,10,572,8013012800
624120,40.42286101,-104.5414194,10,573,8123001600
561730,40.34777584,-104.7006192,10,574,8123001700
624410,40.38830319,-104.7749626,20,575,8123001406
561730,40.36453683,-104.7517663,30,576,8123001404
561730,40.48472496,-104.7287178,10,577,8123001500
238210,40.41937091,-104.6922349,10,578,8123000100
522110,40.57987988,-104.6532361,10,580,8123002300
238220,40.14985586,-104.9858581,10,581,8123002010
488190,40.85392544,-104.0627271,10,582,8123002501
237110,40.05490366,-104.9989941,10,583,8123002009
445120,40.32930499,-104.8850866,10,584,8123002101
524126,40.15075408,-105.0248014,10,586,8123002010
722513,40.39099588,-104.7877371,10,587,8123001406
238910,40.21678027,-104.7614934,10,588,8123001800
238320,40.12068755,-104.7862179,10,589,8123001906
238210,40.37724881,-104.6612279,10,590,8123001700
452210,40.14648436,-104.9147453,10,591,8123002021
813910,40.0734151,-104.998086,10,592,8123002009
811111,40.1639516,-104.7396416,10,593,8123001800
