Cluster,SubclusterName,year,jobs,national.jobs,jobs.change,national.jobs.change,jobs.pct.change,Sum_Earnings,earnings.jobs,average_earnings,LQ,region
Aerospace Vehicles and Defense,Search and Navigation Equipment,2018,2966.478711525842,121196.23068546708,153.55065013243075,-37933.84449962451,0.05176192552329163,389470258.60795337,2966.478711525842,131290.42763553996,1.550618929304528,Large Region
Agricultural Inputs and Services,Agricultural Production,2006,12004.337505848676,856589.6363905092,1530.2184627980796,8515.838398842578,0.1274721293076387,334198801.61125433,12004.337505848676,27839.83717955515,1.0058756704589742,Large Region
Agricultural Inputs and Services,Agricultural Production,2007,10916.265007799288,806995.7906912083,-1736.7609063242362,-42241.914525918226,-0.15909845584395227,328395524.873389,10916.265007799288,30083.139667162894,0.9750232080009448,Large Region
Agricultural Inputs and Services,Agricultural Production,2008,9252.959502943953,749890.8394349895,-3584.108182071589,47008.772022376594,-0.3873472245211121,249247512.857387,9252.959502943953,26937.058654378154,0.8490278267627942,Large Region
Agricultural Inputs and Services,Agricultural Production,2009,11721.239895855435,698450.7848341367,1883.0719030594064,-60191.974504044774,0.1606546679183019,397930951.2139851,11721.239895855435,33949.56120253893,1.1260057486082944,Large Region
Agricultural Inputs and Services,Agricultural Production,2010,11915.930006904437,916791.8144254223,-1373.3472734435481,144478.22216840895,-0.11525304971141914,335301213.54564047,11915.930006904437,28138.904252656503,0.8866153555886837,Large Region
Agricultural Inputs and Services,Agricultural Production,2011,10608.13979020611,643852.6034669343,-1396.1977156425655,-212737.03292357488,-0.13161569730930536,323558529.20526564,10608.13979020611,30500.967710096425,1.1263109763293142,Large Region
Agricultural Inputs and Services,Agricultural Production,2012,10888.370443663858,759823.6900002428,-27.89456413542939,-47172.10069096548,-0.002561867662360969,301386944.0396483,10888.370443663858,27679.710715117235,0.988897984169672,Large Region
Agricultural Inputs and Services,Agricultural Production,2013,10677.430431277022,692563.924276351,1424.4709283330676,-57326.915158638556,0.13340952558776828,301591416.58086306,10677.430431277022,28245.692493338276,1.0291324832631488,Large Region
Agricultural Inputs and Services,Agricultural Production,2014,11312.478418940653,948105.2529280797,-408.7614769147822,249654.46809394303,-0.03613368015185662,336841141.31342185,11312.478418940653,29776.06929613617,0.7871689083417813,Large Region
Agricultural Inputs and Services,Agricultural Production,2015,11080.530676088576,880606.6092507457,-835.3993308158615,-36185.20517467661,-0.07539344055232174,388487824.3560535,11080.530676088576,35060.39879429218,0.841389845631241,Large Region
Agricultural Inputs and Services,Agricultural Production,2016,10195.52400176402,758176.8225424306,-412.61578844209,114324.21907549622,-0.04047028758607204,344710067.59139353,10195.52400176402,33809.941257727616,0.8526446460208891,Large Region
Agricultural Inputs and Services,Agricultural Production,2017,15013.794699621485,986625.3706351691,4125.424255957628,226801.68063492625,0.27477558728451473,672651776.7599742,15013.794699621485,44802.24954567499,1.0049170910321708,Large Region
Agricultural Inputs and Services,Agricultural Production,2018,14625.701122935761,900646.6939538907,3948.2706916587404,208082.76967753976,0.2699542851636106,496350967.5101657,14625.701122935761,33936.90075696932,1.0287626620528052,Large Region
Agricultural Inputs and Services,Agricultural Services,2006,1699.9478855416723,160573.84461028175,281.80622029052773,14574.599991150048,0.16577344675524147,34109941.437837474,1699.9478855416723,20065.28654669238,0.7598707442925068,Large Region
Agricultural Inputs and Services,Agricultural Services,2007,1746.2823839834243,151192.88329494843,-4.224112917741181,10709.273579588607,-0.0024189174422670438,45732446.11795567,1746.2823839834243,26188.459860447037,0.8325211511362194,Large Region
Agricultural Inputs and Services,Agricultural Services,2008,2187.6919336373912,146710.32610643248,488.8364348836029,13552.28532224887,0.22344847890481243,58654992.49225929,2187.6919336373912,26811.358395757252,1.026041186948302,Large Region
Agricultural Inputs and Services,Agricultural Services,2009,1682.6418424038782,142735.79696688577,-210.86094902812349,2999.6111072460562,-0.12531540801747834,51058087.41290763,1682.6418424038782,30344.001989136526,0.7909729705622985,Large Region
Agricultural Inputs and Services,Agricultural Services,2010,2000.5640225676893,144251.87766828926,151.33763945946328,-17383.848509520496,0.07564748628500478,55269863.16266545,2000.5640225676893,27627.140415995054,0.9460389375041491,Large Region
Agricultural Inputs and Services,Agricultural Services,2011,2276.0334460203976,150694.25586692253,576.0855604787251,-9879.588743359234,0.25310944418940773,63805337.48910439,2276.0334460203976,28033.567608888545,1.0324938653850064,Large Region
Agricultural Inputs and Services,Agricultural Services,2012,2667.0563831784093,149409.33099872482,920.7739991949849,-1783.5522962236137,0.34523979507987435,77135775.55058442,2667.0563831784093,28921.689109046678,1.2318445587049953,Large Region
Agricultural Inputs and Services,Agricultural Services,2013,2727.985863364122,178426.1157618066,540.2939297267309,31715.789655374127,0.1980559859135217,84865773.60229732,2727.985863364122,31109.31575636605,1.0205824489870303,Large Region
Agricultural Inputs and Services,Agricultural Services,2014,2487.8677891466564,150326.30918245815,805.2259467427783,7590.512215572407,0.32366106842798603,85148161.75648996,2487.8677891466564,34225.35639874012,1.091840057051106,Large Region
Agricultural Inputs and Services,Agricultural Services,2015,2039.8614411794415,147197.84315639155,39.29741861175196,2945.9654881022943,0.0192647489767885,70482759.62543271,2039.8614411794415,34552.719220321065,0.9266545635994562,Large Region
Agricultural Inputs and Services,Agricultural Services,2016,2491.744280977785,194536.19136471936,215.71083495738742,43841.935497796825,0.0865702137270444,83365894.85426573,2491.744280977785,33456.84205666247,0.8121422101908617,Large Region
Agricultural Inputs and Services,Agricultural Services,2017,2569.116974926824,180882.65220099178,-97.93940825158549,31473.32120226695,-0.0381218174210908,91864751.55072278,2569.116974926824,35757.32535624983,0.9379485144761907,Large Region
Agricultural Inputs and Services,Agricultural Services,2018,2723.1363138102083,163004.10700129965,-4.849549553913484,-15422.008760506942,-0.0017808691872380053,89092721.05890061,2723.1363138102083,32716.952363740544,1.058336545761048,Large Region
Agricultural Inputs and Services,Farm Management and Labor Services,2006,1905.630040373048,243316.4049248982,-69.29157122382041,14226.349330551004,-0.03636150236708896,40890878.15809526,1905.630040373048,21457.931126070212,0.5621421128574005,Large Region
Agricultural Inputs and Services,Farm Management and Labor Services,2007,2627.717925466016,324896.73011158727,872.4694505988587,84300.21793636112,0.33202553521574407,40593543.152102314,2627.717925466016,15448.211833811349,0.5829691265228156,Large Region
Agricultural Inputs and Services,Farm Management and Labor Services,2008,2827.066708185661,295144.7317279062,701.1846680004096,21459.901592907474,0.24802551208648768,46825202.61071212,2827.066708185661,16563.175702621935,0.6590833373285787,Large Region
Agricultural Inputs and Services,Farm Management and Labor Services,2009,2973.7066417983697,252680.48130838544,634.6646066873919,-10945.29150180106,0.2134254259537767,63018628.66592297,2973.7066417983697,21191.94535874326,0.7896402733239998,Large Region
Agricultural Inputs and Services,Farm Management and Labor Services,2010,2079.867901947396,313956.7202100438,127.97118654619048,35736.09069152816,0.06152851651125059,40762742.705423206,2079.867901947396,19598.71714316892,0.45190172728121075,Large Region
Agricultural Inputs and Services,Farm Management and Labor Services,2011,2461.7153129245926,363786.78057601943,556.0852725515448,120470.37565112124,0.22589341246405076,50410947.36389306,2461.7153129245926,20477.976108457206,0.46259022587205195,Large Region
Agricultural Inputs and Services,Farm Management and Labor Services,2012,2904.090123999336,255119.54591680743,276.3721985333197,-69777.18419477981,0.09516653641337988,54281169.83565712,2904.090123999336,18691.282817664214,0.7855390700597269,Large Region
Agricultural Inputs and Services,Farm Management and Labor Services,2013,3189.7431259058817,311709.17607590486,362.67641772022097,16564.444347998688,0.11370082273230747,92434631.90248281,3189.7431259058817,28978.70714157634,0.6830783555770854,Large Region
Agricultural Inputs and Services,Farm Management and Labor Services,2014,3437.2868976481177,380062.516940681,463.580255849748,127382.03563229553,0.13486807172451676,73765561.05223595,3437.2868976481177,21460.40270968021,0.5966607415343615,Large Region
Agricultural Inputs and Services,Farm Management and Labor Services,2015,3349.6660189108493,333562.7389391631,1269.7981169634531,19606.018729119307,0.3790820069208961,80622535.18244049,3349.6660189108493,24068.827974872274,0.6714947521560208,Large Region
Agricultural Inputs and Services,Farm Management and Labor Services,2016,3838.6495548046623,350689.3760376438,1376.9342418800697,-13097.404538375653,0.35870277352008445,118227184.95452811,3838.6495548046623,30799.160815956366,0.6940406023812902,Large Region
Agricultural Inputs and Services,Farm Management and Labor Services,2017,2610.847543886758,293366.4521271702,-293.24258011257797,38246.90621036276,-0.11231700632968745,80409471.75963579,2610.847543886758,30798.225636695177,0.5877100299010763,Large Region
Agricultural Inputs and Services,Farm Management and Labor Services,2018,3772.823618791098,324145.9147107572,583.0804928852162,12436.7386348523,0.1545475091867796,91537957.66053733,3772.823618791098,24262.453512170352,0.7373588686821706,Large Region
Agricultural Inputs and Services,Fertilizers,2006,237.05113794426813,18327.838255930517,86.48537554788696,133.43155888351612,0.3648384745076402,12352980.713315073,237.05113794426813,52111.03739235928,0.9283456851120727,Large Region
Agricultural Inputs and Services,Fertilizers,2007,208.7851217367808,15258.80524859501,82.75628032818793,-859.1888734242293,0.39637058253854063,10888263.259682078,208.7851217367808,52150.57073563465,0.9862594315501162,Large Region
Agricultural Inputs and Services,Fertilizers,2008,312.8666432370985,15512.493179994231,109.39860998995717,-2384.8272905872873,0.349665304226926,22550089.30136463,312.8666432370985,72075.72232069362,1.3877683239317404,Large Region
Agricultural Inputs and Services,Fertilizers,2009,318.28620304895725,16873.37091873143,77.47716794817285,-620.7725980601153,0.2434198127534158,17452995.52089639,318.28620304895725,54834.282333663876,1.2656651520032856,Large Region
Agricultural Inputs and Services,Fertilizers,2010,305.23358517460247,14541.174946050436,115.017854249209,-183.6668229865263,0.3768191307762396,19491817.947508954,305.23358517460247,63858.69345392994,1.4318939380866422,Large Region
Agricultural Inputs and Services,Fertilizers,2011,402.87017142120914,17702.63295223151,165.819033476941,-625.2053036990073,0.4115942187826404,26558207.970706403,402.87017142120914,65922.4977540947,1.5557248438329077,Large Region
Agricultural Inputs and Services,Fertilizers,2012,376.0003454527508,15038.25541253409,167.21522371596996,-220.549836060919,0.4447209310795239,22257009.905873537,376.0003454527508,59194.12089654692,1.7254096427587378,Large Region
Agricultural Inputs and Services,Fertilizers,2013,316.9592926193906,14421.411616573912,4.092649382292109,-1091.08156342032,0.012912223990878925,15749480.88936064,316.9592926193906,49689.28583606113,1.4671013527536647,Large Region
Agricultural Inputs and Services,Fertilizers,2014,280.79870628312085,14672.80271204752,-37.487496765836426,-2200.568206683909,-0.1335030964424705,19111356.051035672,280.79870628312085,68060.69837004972,1.262550462865917,Large Region
Agricultural Inputs and Services,Fertilizers,2015,289.4122595176545,18397.32865262222,-15.821325656947977,3856.153706571783,-0.0546670886828236,27191605.80292386,289.4122595176545,93954.57486231725,1.0519153773022258,Large Region
Agricultural Inputs and Services,Fertilizers,2016,338.13487720880096,14438.37837933462,-64.7352942124082,-3264.25457289689,-0.19144814266655388,17570546.483835604,338.13487720880096,51963.12970988099,1.4849115034068394,Large Region
Agricultural Inputs and Services,Fertilizers,2017,380.01604867009996,19031.293380992836,4.01570321734917,3993.037968458744,0.010567193757743867,24213709.350650854,380.01604867009996,63717.59675779191,1.3186382588191288,Large Region
Agricultural Inputs and Services,Fertilizers,2018,313.40147299529144,15008.74944403367,-3.55781962409921,587.337827459758,-0.011352274735966741,19950265.19099307,313.40147299529144,63657.21577604967,1.322846596170825,Large Region
Apparel,Accessories and Specialty Apparel,2006,877.8756585935499,71825.99677454401,-252.4723044618636,-45291.08153034937,-0.2875946063550173,29037874.344895203,877.8756585935499,33077.43421365272,0.8772639193790318,Large Region
Apparel,Accessories and Specialty Apparel,2007,923.1984826742082,67343.5235651029,-29.82488479571395,-25860.44536766563,-0.03230603749404015,26967337.333052874,923.1984826742082,29210.768690755638,0.98812388776042,Large Region
Apparel,Accessories and Specialty Apparel,2008,940.5020237316958,73656.35660814517,0.9666596754203667,-12257.04636270171,0.0010278124353043743,30500727.865798093,940.5020237316958,32430.26287681787,0.8785951730462032,Large Region
Apparel,Accessories and Specialty Apparel,2009,885.6830530579156,53128.86695588385,106.17224851512445,-23870.604946006595,0.11987612063768567,23312292.52840942,885.6830530579156,26321.258432033035,1.1185377439431616,Large Region
Apparel,Accessories and Specialty Apparel,2010,772.8290514209681,51898.65215827209,-273.725760179098,-34797.94845559079,-0.3541866854976661,20142116.794026233,772.8290514209681,26062.83596222447,1.0157934133109998,Large Region
Apparel,Accessories and Specialty Apparel,2011,756.4796175425886,58175.85478590136,-121.39604105096143,-13650.141988642645,-0.1604749661931599,20401572.50234437,756.4796175425886,26969.09742078516,0.8889145120484081,Large Region
Apparel,Accessories and Specialty Apparel,2012,565.6559583533056,61317.29407357686,-357.5425243209026,-6026.22949152605,-0.6320847841181645,16663416.370270964,565.6559583533056,29458.571282056728,0.6366061333606152,Large Region
Apparel,Accessories and Specialty Apparel,2013,614.8264484798605,56273.90823970635,-325.6755752518353,-17382.448368438818,-0.5297032618831837,15680607.80175681,614.8264484798605,25504.12045631191,0.7293061314677304,Large Region
Apparel,Accessories and Specialty Apparel,2014,561.4983966835083,61036.95304229726,-324.1846563744072,7908.086086413405,-0.5773563349231355,19079150.825449158,561.4983966835083,33978.994309049165,0.606907348462054,Large Region
Apparel,Accessories and Specialty Apparel,2015,675.9248705523373,59659.84771475103,-96.90418086863076,7761.195556478939,-0.1433653133512379,25352197.168584038,675.9248705523373,37507.41875774935,0.7575912198235444,Large Region
Apparel,Accessories and Specialty Apparel,2016,829.4830614049185,56252.79009383496,73.00344386232993,-1923.064692066404,0.08801077111650955,22087512.906141933,829.4830614049185,26628.045747832028,0.934958804653553,Large Region
Apparel,Accessories and Specialty Apparel,2017,864.9804903392973,63362.29423804701,299.3245319859917,2045.000164470157,0.3460477263118139,26525384.970909663,864.9804903392973,30665.876591626726,0.9015035819193271,Large Region
Apparel,Accessories and Specialty Apparel,2018,831.368481956766,64098.23587036145,216.5420334769056,7824.3276306551015,0.2604645691730307,29392070.16292974,831.368481956766,35353.842250250505,0.8216756885511436,Large Region
Apparel,Apparel Contractors,2006,169.04662454717874,96820.7218820093,81.95411887677096,-41076.578156031115,0.4848018651440072,5030328.461490722,169.04662454717874,29757.04764863153,0.12531905441141133,Large Region
Apparel,Apparel Contractors,2007,144.41958747806106,78302.18919208093,85.93298718893323,-48836.590919283684,0.5950230760906127,3941367.01773117,144.41958747806106,27291.083478062887,0.1329426550879421,Large Region
Apparel,Apparel Contractors,2008,200.376682941554,70108.77566322542,153.6262921964972,-27903.18085533708,0.7666874705242376,5237901.97399234,200.376682941554,26140.27688800565,0.19665912902227375,Large Region
Apparel,Apparel Contractors,2009,132.25340630258384,46536.8678224418,59.427180840195064,-29014.430317253595,0.4493432910471209,3193442.809884424,132.25340630258384,24146.393648100944,0.19068326503097116,Large Region
Apparel,Apparel Contractors,2010,84.87287898344518,43680.45138334884,-86.29614600622942,-30309.601866746765,-1.0167693972424554,1819820.609747068,84.87287898344518,21441.721213463632,0.13254393160911998,Large Region
Apparel,Apparel Contractors,2011,110.18107915054236,42399.849703930486,-58.86554539663638,-54420.87217807881,-0.534261833796412,2329107.951105636,110.18107915054236,21138.910319832088,0.17764305901008665,Large Region
Apparel,Apparel Contractors,2012,157.27472812215143,54873.489261672934,12.855140644090369,-23428.699930407995,0.08173684861884546,3719507.8726943024,157.27472812215143,23649.749181606923,0.19778702585048163,Large Region
Apparel,Apparel Contractors,2013,190.2520691519113,51315.4382855156,-10.124613789642723,-18793.337377709817,-0.0532168392952325,3726741.118626209,190.2520691519113,19588.439354373088,0.2474832140180417,Large Region
Apparel,Apparel Contractors,2014,186.4481065130135,50553.824198060945,54.19470021042966,4016.956375619142,0.2906690833389989,3367479.320499305,186.4481065130135,18061.21490573714,0.24331600904855497,Large Region
Apparel,Apparel Contractors,2015,234.26196370196413,38802.239092251715,149.38908471851897,-4878.212291097123,0.637700983795119,5488435.848212865,234.26196370196413,23428.625635510492,0.4037045448958102,Large Region
Apparel,Apparel Contractors,2016,136.70297201978414,39681.66137576025,26.521892869241782,-2718.188328170232,0.19401109191249652,3675418.1082943887,136.70297201978414,26886.160951661455,0.21843243729598497,Large Region
Apparel,Apparel Contractors,2017,103.34720078992267,41903.53032578195,-53.92752733222876,-12969.958935890987,-0.521809269337145,2215880.320827883,103.34720078992267,21441.125680144716,0.1628696425387244,Large Region
Apparel,Apparel Contractors,2018,81.93210498461245,28876.70075315177,-108.31996416729883,-22438.73753236383,-1.3220698307170584,2787452.4280276694,81.93210498461245,34021.49167961908,0.17974610940838254,Large Region
Apparel,Men's Clothing,2006,144.3134664866148,38470.89251670985,-103.10180432809327,-58218.222971661526,-0.7144295458917276,5006867.125043998,144.3134664866148,34694.38609534328,0.2692486404809706,Large Region
Apparel,Men's Clothing,2007,180.46867394197406,37691.58418491279,-141.70477746993586,-44500.69388323263,-0.7852042926602214,9915607.66582125,180.46867394197406,54943.65004870268,0.34511957124062953,Large Region
Apparel,Men's Clothing,2008,180.42238821470278,36953.59897510242,-47.223569050453676,-39320.58937995799,-0.2617389644252885,10981015.411784448,180.42238821470278,60862.820409610315,0.335948724903152,Large Region
Apparel,Men's Clothing,2009,165.3544387477893,30396.22821198246,0.5570682319162188,-22723.814107917206,0.0033689342489674565,7086497.458689225,165.3544387477893,42856.409010574374,0.3650051766425072,Large Region
Apparel,Men's Clothing,2010,128.79289964778732,23882.044658200095,-2.7746534930335542,-21433.40064371874,-0.02154352841361176,5801925.931319073,128.79289964778732,45048.49216987678,0.3678734515931868,Large Region
Apparel,Men's Clothing,2011,182.18179719917623,35462.82362820675,37.86833071256143,-3008.0688885030977,0.20786012266176426,9018586.841631325,182.18179719917623,49503.22688809277,0.351186011310963,Large Region
Apparel,Men's Clothing,2012,219.61646089766455,30303.147131199956,39.14778695569049,-7388.437053712834,0.17825524915426227,11313450.782897485,219.61646089766455,51514.58472946276,0.5001250269252449,Large Region
Apparel,Men's Clothing,2013,254.39622545674092,27144.193633797793,73.97383724203814,-9809.405341304624,0.2907819764590694,13558969.710709732,254.39622545674092,53298.62770709773,0.6256019876006157,Large Region
Apparel,Men's Clothing,2014,224.77616046598246,32538.045354708927,59.42172171819317,2141.817142726468,0.2643595370390092,11400912.599154513,224.77616046598246,50721.18224423503,0.45574877432695643,Large Region
Apparel,Men's Clothing,2015,203.86044532900715,30777.613172389498,75.06754568121983,6895.568514189403,0.3682300681727125,12052112.523303438,203.86044532900715,59119.426055666285,0.44291121609267375,Large Region
Apparel,Men's Clothing,2016,220.89390526120113,21922.47682713926,38.712108062024896,-13540.346801067491,0.17525204245109827,11878355.051892672,220.89390526120113,53774.028024208434,0.6388856528857391,Large Region
Apparel,Men's Clothing,2017,212.19339618115526,26628.110574246035,-7.423064716509288,-3675.036556953921,-0.03498254351974279,14448427.641160388,212.19339618115526,68090.84496119461,0.5262396297497013,Large Region
Apparel,Men's Clothing,2018,179.153584236256,20419.050219308887,-75.24264122048493,-6725.143414488906,-0.4199895946332833,12029384.16261296,179.153584236256,67145.65167029758,0.5558312018323018,Large Region
Apparel,Women's Clothing,2006,189.96214453506173,40624.27845977623,-152.71790070469,-46772.67700199871,-0.8039386009168923,9071369.992464246,189.96214453506173,47753.566978656236,0.335629654329432,Large Region
Apparel,Women's Clothing,2007,168.21028451145185,36613.19821152704,-156.82645067099952,-45410.0087491646,-0.9323237941513778,6200443.217964459,168.21028451145185,36861.26110524669,0.33115173208924376,Large Region
